sequence_number,US,source_a,source_c,source_b,source_d,source_e,source_m,source_o,source_h,source_r,source_s,source_t,source_u,source_p,source_x,source_w,Freq,last_update_days_ago,1st_update_days_ago,Web order,Gender=male,Address_is_res,Purchase,Spending,Partition,,
1727,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,216,4065,1,0,1,1,378,s,,
1728,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1856,1883,0,1,1,0,0,t,,
1729,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1352,1352,0,0,0,0,0,t,,
1730,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,962,2943,1,1,0,1,206,s,,
1731,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3171,3171,0,1,1,0,0,s,,
1732,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,198,198,0,0,0,0,0,t,,
1733,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3164,3164,0,0,1,0,0,s,,
1734,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2446,2478,0,0,1,1,100,t,,
1735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1877,1877,1,1,0,1,56,t,,
1736,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,2900,0,0,0,0,0,t,,
1737,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,2004,0,0,0,0,0,v,,
1738,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,192,1,0,0,0,0,v,,
1739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,532,532,0,1,1,0,0,v,,
1740,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3222,3222,1,1,0,1,34,v,,
1741,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2669,2669,0,1,0,0,0,t,,
1742,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1618,1653,0,1,1,1,3,v,,
1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,470,470,0,1,0,0,0,v,,
1744,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3243,3243,1,0,0,1,252,s,,
1745,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,0,1,0,0,0,s,,
1746,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3453,3453,1,0,0,0,0,v,,
1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1036,1036,0,1,0,0,0,v,,
1748,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,192,3207,0,0,0,1,1133,s,,
1749,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1752,1771,0,0,1,0,0,t,,
1750,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2311,2311,1,1,0,0,0,v,,
1751,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2998,2998,0,1,0,1,410,t,,
1752,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1261,1261,1,1,0,1,44,v,,
1753,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2634,2634,1,0,0,1,74,s,,
1754,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1514,1514,0,1,0,0,0,s,,
1755,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3229,3229,0,0,0,1,136,t,,
1756,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,1,1,0,0,0,t,,
1757,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,702,702,1,1,0,0,0,t,,
1758,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,227,2915,1,1,1,1,508,t,,
1759,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3496,3496,0,0,0,1,3,t,,
1760,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,644,3188,1,0,1,1,260,v,,
1761,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1878,2619,0,1,0,1,182,t,,
1762,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1968,1968,1,0,0,0,0,s,,
1763,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1130,3944,1,1,0,1,1055,v,,
1764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3311,3311,0,1,0,0,0,v,,
1765,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,360,2696,0,1,0,1,279,v,,
1766,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,91,4096,0,0,0,1,1326,t,,
1767,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2905,2905,1,1,0,0,0,t,,
1768,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,875,1536,0,1,1,1,197,s,,
1769,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896,896,0,0,0,0,0,v,,
1770,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,862,862,0,0,0,0,0,t,,
1771,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2243,2243,1,0,0,0,0,t,,
1772,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2859,2859,0,1,0,0,0,t,,
1773,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2744,2744,0,1,0,0,0,v,,
1774,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2787,2787,0,1,0,0,0,s,,
1775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3523,4096,1,0,1,1,98,s,,
1776,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3229,3229,1,1,0,1,68,s,,
1777,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2971,2976,1,1,0,1,316,t,,
1778,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3487,3487,0,1,0,0,0,t,,
1779,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2850,2850,0,1,0,0,0,t,,
1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1018,1018,0,0,0,0,0,v,,
1781,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1948,1948,1,1,0,1,54,t,,
1782,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3416,3416,1,1,0,1,10,s,,
1783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2844,2844,1,0,0,0,0,v,,
1784,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,604,604,0,1,0,0,0,s,,
1785,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4127,4127,0,0,0,1,35,s,,
1786,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1983,2158,1,1,0,1,190,s,,
1787,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3041,3041,0,1,0,0,0,s,,
1788,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3249,3249,0,0,0,0,0,v,,
1789,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2880,2880,0,1,0,0,0,s,,
1790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3401,3401,0,1,0,0,0,s,,
1791,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3177,3177,1,0,1,0,0,s,,
1792,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2366,3120,1,1,0,1,288,v,,
1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,982,1010,0,1,1,0,0,v,,
1794,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2831,2865,0,1,1,1,161,v,,
1795,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,192,1,0,0,0,0,t,,
1796,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3703,3703,0,1,0,0,0,t,,
1797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,723,723,0,0,1,0,0,t,,
1798,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2997,2997,1,1,0,0,0,v,,
1799,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2425,2425,0,0,0,0,0,t,,
1800,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2326,2334,1,1,0,1,343,t,,
1801,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2796,2796,1,0,0,0,0,t,,
1802,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,470,3194,1,0,1,1,242,t,,
1803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,967,967,0,0,1,0,0,s,,
1804,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2950,2950,1,0,0,0,0,s,,
1805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1658,2467,1,1,1,1,184,t,,
1806,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2324,2324,0,0,0,0,0,t,,
1807,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,945,945,0,1,0,0,0,t,,
1808,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,721,1484,1,0,0,1,83,v,,
1809,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3354,3355,1,0,0,1,345,t,,
1810,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2456,2576,0,1,0,1,220,s,,
1811,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3069,3069,0,1,1,0,0,v,,
1812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1095,1095,1,0,0,0,0,t,,
1813,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2836,3143,1,1,0,1,506,v,,
1814,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2955,2955,1,1,1,1,173,t,,
1815,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3342,3342,0,1,0,1,110,s,,
1816,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,974,974,0,0,0,0,0,v,,
1817,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1653,1653,0,0,0,0,0,s,,
1818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3276,3311,1,0,0,1,140,v,,
1819,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2975,2975,1,0,0,0,0,t,,
1820,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3494,3494,0,1,0,0,0,s,,
1821,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1962,1976,1,0,1,1,138,t,,
1822,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1346,1381,1,0,1,0,0,s,,
1823,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2752,2779,0,0,0,0,0,t,,
1824,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2759,2794,0,1,0,1,136,t,,
1825,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,512,512,0,0,1,0,0,s,,
1826,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3120,3120,0,0,0,0,0,t,,
1827,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,744,825,0,0,1,1,163,v,,
1828,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1646,1682,1,0,1,0,0,t,,
1829,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4005,4005,1,0,0,1,43,s,,
1830,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2656,2656,1,1,0,1,130,v,,
1831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2415,2415,0,0,0,0,0,v,,
1832,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2158,2158,1,0,0,1,10,t,,
1833,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2107,2107,1,1,0,1,161,v,,
1834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,304,304,0,1,0,0,0,v,,
1835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2918,2918,0,0,0,0,0,v,,
1836,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,960,960,0,1,0,1,81,s,,
1837,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2080,2108,0,0,1,0,0,s,,
1838,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3398,3398,0,1,0,1,10,v,,
1839,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2257,2257,1,0,0,1,130,v,,
1840,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3517,3746,1,0,0,0,0,t,,
1841,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2418,2418,1,1,1,1,161,s,,
1842,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3522,3522,0,1,0,0,0,t,,
1843,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3436,3436,1,1,0,0,0,t,,
1844,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2984,2984,1,0,0,0,0,t,,
1845,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3590,3590,1,1,0,1,228,s,,
1846,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3513,3513,1,1,0,0,0,s,,
1847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,608,608,0,0,0,0,0,v,,
1848,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,841,1191,0,1,1,0,0,t,,
1849,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,216,3660,0,1,0,1,1176,v,,
1850,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3159,3159,0,1,1,0,0,v,,
1851,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,868,2739,0,0,0,0,0,t,,
1852,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2102,2102,0,1,0,1,54,s,,
1853,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3662,3691,1,0,0,1,128,s,,
1854,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3662,3662,0,0,0,0,0,t,,
1855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1123,1135,0,1,0,1,42,t,,
1856,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3548,3548,1,1,1,1,131,v,,
1857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3694,3694,0,1,0,0,0,t,,
1858,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1710,1750,0,0,1,0,0,v,,
1859,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2172,2172,0,1,0,0,0,t,,
1860,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,896,896,0,1,0,0,0,v,,
1861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1073,1073,1,0,0,1,105,t,,
1862,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3587,3746,1,1,0,1,43,t,,
1863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507,3507,1,1,0,0,0,t,,
1864,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2775,2775,0,1,0,1,33,v,,
1865,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2143,2897,1,0,1,1,242,v,,
1866,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3680,3680,0,0,0,0,0,t,,
1867,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1170,3405,1,0,0,1,598,v,,
1868,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1842,1871,0,1,1,0,0,v,,
1869,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,239,560,1,1,0,1,1200,t,,
1870,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2765,2765,0,0,0,0,0,s,,
1871,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,0,0,0,0,t,,
1872,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1392,1408,1,1,0,1,303,s,,
1873,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,532,3746,1,1,1,0,0,t,,
1874,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1962,1962,1,0,0,0,0,s,,
1875,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3340,3342,0,0,0,1,199,s,,
1876,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3019,3019,1,1,0,1,184,t,,
1877,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2767,2767,1,0,0,0,0,v,,
1878,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,3500,1,1,0,0,0,v,,
1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1052,1052,1,1,1,0,0,s,,
1880,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2422,2422,1,1,0,0,0,v,,
1881,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1646,1717,0,0,1,1,130,v,,
1882,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3522,3522,0,1,0,0,0,t,,
1883,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1739,1849,0,0,1,1,58,t,,
1884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,15,0,1,0,0,0,v,,
1885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,458,479,0,0,0,1,142,v,,
1886,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2128,2128,0,0,0,0,0,v,,
1887,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2509,2509,0,1,0,0,0,s,,
1888,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3312,3312,0,0,0,1,132,s,,
1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1052,1052,0,0,0,0,0,t,,
1890,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,77,77,0,0,0,0,0,v,,
1891,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2492,2492,0,1,1,0,0,v,,
1892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2859,2859,0,0,0,0,0,t,,
1893,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1226,1240,0,0,1,1,104,t,,
1894,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,668,1926,1,1,0,1,84,v,,
1895,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1673,1673,0,1,0,0,0,s,,
1896,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3047,3047,0,1,1,0,0,v,,
1897,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2744,2744,0,0,0,0,0,t,,
1898,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3276,3340,0,0,0,1,128,t,,
1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507,3507,0,0,0,0,0,s,,
1900,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3215,3684,0,1,0,1,122,t,,
1901,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,834,3011,0,1,1,1,160,t,,
1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1135,1387,0,0,0,1,272,t,,
1903,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2766,2766,0,0,0,0,0,t,,
1904,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3747,3747,0,1,0,0,0,s,,
1905,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3522,3522,0,1,0,0,0,t,,
1906,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1123,1226,0,0,1,1,217,v,,
1907,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,598,3251,0,1,1,1,6,t,,
1908,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2380,2404,1,1,0,1,88,t,,
1909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,532,532,0,0,1,0,0,s,,
1910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4036,4036,1,0,0,1,30,s,,
1911,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,841,2088,0,0,1,1,44,s,,
1912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1561,1561,1,1,0,0,0,t,,
1913,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1261,1879,1,0,0,0,0,t,,
1914,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,192,1,1,0,0,0,t,,
1915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,465,3791,1,1,0,1,297,s,,
1916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1003,1003,1,1,1,0,0,v,,
1917,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1752,1774,0,0,1,0,0,t,,
1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3394,3394,0,1,0,0,0,v,,
1919,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2746,2837,0,1,0,0,0,v,,
1920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2296,2564,1,0,0,1,514,v,,
1921,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216,216,0,1,0,0,0,v,,
1922,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3660,3660,0,1,0,1,33,t,,
1923,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3222,3436,1,1,0,1,130,t,,
1924,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2681,2681,1,1,0,0,0,s,,
1925,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2404,2404,1,1,0,0,0,v,,
1926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,714,714,0,1,0,1,163,t,,
1927,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2583,2583,0,0,0,0,0,s,,
1928,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2296,2466,0,1,0,1,318,v,,
1929,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1639,2737,1,0,0,1,563,v,,
1930,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2960,3194,0,1,1,1,160,v,,
1931,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3746,3746,0,1,0,0,0,s,,
1932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,359,359,0,0,0,1,43,t,,
1933,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3619,3619,1,1,0,0,0,v,,
1934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2848,2848,0,1,1,0,0,t,,
1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,519,1066,0,0,0,1,154,t,,
1936,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2705,2705,0,1,1,0,0,v,,
1937,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3716,3716,0,1,0,0,0,t,,
1938,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3655,3655,1,1,0,0,0,t,,
1939,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,216,216,0,0,1,0,0,t,,
1940,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3914,3914,1,1,0,1,139,s,,
1941,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1570,2369,1,1,0,1,203,v,,
1942,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3384,3384,0,0,0,0,0,t,,
1943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,280,280,1,1,0,0,0,v,,
1944,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1710,1746,0,0,1,0,0,t,,
1945,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3522,3522,1,1,0,0,0,v,,
1946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1073,1080,0,1,0,1,57,v,,
1947,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3032,3032,0,1,0,0,0,t,,
1948,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3369,3369,0,1,0,0,0,t,,
1949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1564,1564,1,1,0,1,91,v,,
1950,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3243,3243,0,1,0,1,135,t,,
1951,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1000,3174,0,0,0,1,80,t,,
1952,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2809,2809,0,0,0,0,0,t,,
1953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2186,2186,0,1,0,0,0,v,,
1954,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1899,2345,1,0,0,1,248,s,,
1955,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1766,1766,0,1,0,1,142,s,,
1956,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3604,3604,0,1,0,0,0,t,,
1957,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1288,2317,0,1,0,1,95,t,,
1958,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,491,2984,1,0,1,1,259,t,,
1959,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2012,2046,0,0,1,1,35,t,,
1960,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2607,2607,1,1,1,0,0,t,,
1961,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1288,2073,1,1,0,1,508,v,,
1962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,962,962,0,1,0,1,263,t,,
1963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1464,1464,1,1,0,0,0,v,,
1964,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1919,1919,1,1,0,1,150,v,,
1965,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3157,3157,0,0,1,0,0,s,,
1966,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2165,2310,1,0,0,1,138,v,,
1967,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,216,216,0,1,1,0,0,t,,
1968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3453,3453,1,0,0,0,0,v,,
1969,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2837,3272,0,0,1,1,160,v,,
1970,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1233,1246,0,1,0,1,81,t,,
